sample;annotation
ликер nemiiro;[[0, 5, 'B-TYPE'], [6, 13, 'B-BRAND']]
ликер nnemirof;[[0, 5, 'B-TYPE'], [6, 14, 'B-BRAND']]
ликер елу;[[0, 5, 'B-TYPE'], [6, 9, 'B-BRAND']]
ликер беуг;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
ликер белуг;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
ликеры абррау-дюр;[[0, 6, 'B-TYPE'], [7, 17, 'B-BRAND']]
лимонад коока кола;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND'], [14, 18, 'I-BRAND']]
лимонад фрше бар;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND'], [13, 16, 'I-BRAND']]
липецке;[[0, 7, 'B-BRAND']]
липот;[[0, 5, 'B-BRAND']]
липтно;[[0, 6, 'B-BRAND']]
илронас креке;[[0, 7, 'B-BRAND'], [8, 13, 'B-TYPE']]
илронас крекеры;[[0, 7, 'B-BRAND'], [8, 15, 'B-TYPE']]
листы от амгги;[[0, 5, 'B-TYPE'], [6, 8, 'O'], [9, 14, 'B-BRAND']]
лосьон garnni;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND']]
лосьон grnie;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
лосьон чисатя линия;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND'], [14, 19, 'I-BRAND']]
лтте;[[0, 4, 'B-BRAND']]
лужайкито;[[0, 9, 'B-BRAND']]
луколй мас;[[0, 6, 'B-BRAND'], [7, 10, 'B-TYPE']]
лукумом petrr;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
лукумом мертопол;[[0, 7, 'B-TYPE'], [8, 16, 'B-BRAND']]
лукумом ьетрополис;[[0, 7, 'B-TYPE'], [8, 18, 'B-BRAND']]
лукумом оскк;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
лукумом осео;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
лукумы дзрежинскхлеб;[[0, 6, 'B-TYPE'], [7, 20, 'B-BRAND']]
лукумы мертопол;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND']]
лукумы метрооли;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND']]
лукумы ьетрополис;[[0, 6, 'B-TYPE'], [7, 17, 'B-BRAND']]
лууч руч;[[0, 4, 'B-BRAND'], [5, 8, 'B-TYPE']]
лууч руче;[[0, 4, 'B-BRAND'], [5, 9, 'B-TYPE']]
любичмик;[[0, 8, 'B-BRAND']]
люминрк круж;[[0, 7, 'B-BRAND'], [8, 12, 'B-TYPE']]
люминрк кружек;[[0, 7, 'B-BRAND'], [8, 14, 'B-TYPE']]
м&&m;[[0, 4, 'B-BRAND']]
амгги;[[0, 5, 'B-BRAND']]
мфги для курицы;[[0, 4, 'B-BRAND'], [5, 8, 'O'], [9, 15, 'O']]
маггнат;[[0, 7, 'B-BRAND']]
мажиттель;[[0, 9, 'B-BRAND']]
мзаик;[[0, 5, 'B-BRAND']]
майка atlnati;[[0, 5, 'B-TYPE'], [6, 13, 'B-BRAND']]
майки iinsoli;[[0, 5, 'B-TYPE'], [6, 13, 'B-BRAND']]
майки sapellegri;[[0, 5, 'B-TYPE'], [6, 16, 'B-BRAND']]
майки sanpellegirno;[[0, 5, 'B-TYPE'], [6, 19, 'B-BRAND']]
маайнез;[[0, 7, 'B-BRAND']]
майонез mgg;[[0, 7, 'B-TYPE'], [8, 11, 'B-BRAND']]
майонез magi;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
майонез асттор;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
майонез асори;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
майонез панн;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
майонез пнаи;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
майонез слва;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
майонез сламв;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
майонез лсобода;[[0, 7, 'B-TYPE'], [8, 15, 'B-BRAND']]
макда;[[0, 5, 'B-BRAND']]
амкадами;[[0, 8, 'B-BRAND']]
макароны beilla джирандоле;[[0, 8, 'B-TYPE'], [9, 15, 'B-BRAND'], [16, 26, 'I-BRAND']]
макароны брилла 13;[[0, 8, 'B-TYPE'], [9, 15, 'B-BRAND'], [16, 18, 'I-BRAND']]
макароны амкфа;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND']]
макароны амкфа витки;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND'], [15, 20, 'O']]
максвед чашки;[[0, 7, 'B-BRAND'], [8, 13, 'B-TYPE']]
мактсори;[[0, 8, 'B-BRAND']]
алика то;[[0, 5, 'B-BRAND'], [6, 8, 'B-TYPE']]
алика тор;[[0, 5, 'B-BRAND'], [6, 9, 'B-TYPE']]
малиноввка;[[0, 10, 'B-BRAND']]
мальивна;[[0, 8, 'B-BRAND']]
малюкта;[[0, 7, 'B-BRAND']]
мабма;[[0, 5, 'B-BRAND']]
маргарин жк;[[0, 8, 'B-TYPE'], [9, 11, 'B-BRAND']]
маргарин яннт;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
маргарин янат;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
марграита;[[0, 9, 'B-BRAND']]
марогрин;[[0, 8, 'B-BRAND']]
мфрианна;[[0, 8, 'B-BRAND']]
маринованная бояир;[[0, 12, 'B-TYPE'], [13, 18, 'B-BRAND']]
маринованная бооярин;[[0, 12, 'B-TYPE'], [13, 20, 'B-BRAND']]
маринованная обяринъ;[[0, 12, 'B-TYPE'], [13, 20, 'B-BRAND']]
маринованные помидоре;[[0, 12, 'B-TYPE'], [13, 21, 'B-BRAND']]
маринованные помидоркка;[[0, 12, 'B-TYPE'], [13, 23, 'B-BRAND']]
маринованный lora;[[0, 12, 'B-TYPE'], [13, 17, 'B-BRAND']]
маринованный омидор;[[0, 12, 'B-TYPE'], [13, 19, 'B-BRAND']]
маринованный помидоре;[[0, 12, 'B-TYPE'], [13, 21, 'B-BRAND']]
маринованный помидоркка;[[0, 12, 'B-TYPE'], [13, 23, 'B-BRAND']]
мармелад арл;[[0, 8, 'B-TYPE'], [9, 12, 'B-BRAND']]
мармелад шаарлиз;[[0, 8, 'B-TYPE'], [9, 16, 'B-BRAND']]
амрс;[[0, 4, 'B-BRAND']]
ьартина;[[0, 7, 'B-BRAND']]
маритни;[[0, 7, 'B-BRAND']]
макшарин;[[0, 8, 'B-BRAND']]
масклрпоне;[[0, 10, 'B-BRAND']]
маслины btoani;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
маслины botnic;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
маслины botnaica;[[0, 7, 'B-TYPE'], [8, 16, 'B-BRAND']]
маслины dellp;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
маслины dleph;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
маслины dlephi;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
маслины ik;[[0, 7, 'B-TYPE'], [8, 10, 'B-BRAND']]
маслины it;[[0, 7, 'B-TYPE'], [8, 10, 'B-BRAND']]
маслины tilv;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
маслины viatla;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
масло sitn;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
масло snte;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
масло sinteec;[[0, 5, 'B-TYPE'], [6, 13, 'B-BRAND']]
масло ota;[[0, 5, 'B-TYPE'], [6, 9, 'B-BRAND']]
масло беежин луг;[[0, 5, 'B-TYPE'], [6, 12, 'B-BRAND'], [13, 16, 'I-BRAND']]
масло растительное зода;[[0, 5, 'B-TYPE'], [6, 18, 'I-TYPE'], [19, 23, 'B-BRAND']]
масло сливочное авиида;[[0, 5, 'B-TYPE'], [6, 15, 'I-TYPE'], [16, 22, 'B-BRAND']]
масло сливочное вологодскоу;[[0, 5, 'B-TYPE'], [6, 15, 'I-TYPE'], [16, 27, 'B-BRAND']]
масло сливочное ирбштское;[[0, 5, 'B-TYPE'], [6, 15, 'I-TYPE'], [16, 25, 'B-BRAND']]
масло сливочное ытанция;[[0, 5, 'B-TYPE'], [6, 15, 'I-TYPE'], [16, 23, 'B-BRAND']]
масло ттысяча озёр;[[0, 5, 'B-TYPE'], [6, 13, 'B-BRAND'], [14, 18, 'I-BRAND']]
масло ххор;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
масло охрс;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
масло экоо милк;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND'], [11, 15, 'I-BRAND']]
маассандра розов;[[0, 10, 'B-BRAND'], [11, 16, 'B-TYPE']]
мать;[[0, 4, 'B-BRAND']]
маехевъ;[[0, 7, 'B-BRAND']]
маацрелла;[[0, 9, 'B-BRAND']]
мед путни;[[0, 3, 'B-TYPE'], [4, 9, 'B-BRAND']]
мед уптина;[[0, 3, 'B-TYPE'], [4, 10, 'B-BRAND']]
медовуха orya;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
медовуха афанааси;[[0, 8, 'B-TYPE'], [9, 17, 'B-BRAND']]
мел craayo;[[0, 3, 'B-TYPE'], [4, 10, 'B-BRAND']]
мел caryola;[[0, 3, 'B-TYPE'], [4, 11, 'B-BRAND']]
мелков maybeli;[[0, 6, 'B-TYPE'], [7, 14, 'B-BRAND']]
мелков maybbellin;[[0, 6, 'B-TYPE'], [7, 17, 'B-BRAND']]
мелков мультии-пульт;[[0, 6, 'B-TYPE'], [7, 20, 'B-BRAND']]
мелков мульит-пульти;[[0, 6, 'B-TYPE'], [7, 20, 'B-BRAND']]
мелер;[[0, 5, 'B-BRAND']]
метдаль;[[0, 7, 'B-BRAND']]
мерииан;[[0, 7, 'B-BRAND']]
мерилн;[[0, 6, 'B-BRAND']]
мрисы подгузни;[[0, 5, 'B-BRAND'], [6, 14, 'B-TYPE']]
мрисы подгузники;[[0, 5, 'B-BRAND'], [6, 16, 'B-TYPE']]
меерси;[[0, 6, 'B-BRAND']]
ечта смета;[[0, 4, 'B-BRAND'], [5, 10, 'B-TYPE']]
ечта сметан;[[0, 4, 'B-BRAND'], [5, 11, 'B-TYPE']]
милаа брын;[[0, 5, 'B-BRAND'], [6, 10, 'B-TYPE']]
милаа брынз;[[0, 5, 'B-BRAND'], [6, 11, 'B-TYPE']]
имлавица например;[[0, 8, 'B-BRAND'], [9, 17, 'O']]
мила;[[0, 4, 'B-BRAND']]
ммилки;[[0, 6, 'B-BRAND']]
милкшс;[[0, 6, 'B-BRAND']]
милкоово простокваша;[[0, 8, 'B-BRAND'], [9, 20, 'B-TYPE']]
милкоово простоквашаша;[[0, 8, 'B-BRAND'], [9, 22, 'B-TYPE']]
мллер;[[0, 5, 'B-BRAND']]
минеральная вода ашштау;[[0, 11, 'B-TYPE'], [12, 16, 'I-TYPE'], [17, 23, 'B-BRAND']]
минеральная вода гоярчий;[[0, 11, 'B-TYPE'], [12, 16, 'I-TYPE'], [17, 24, 'B-BRAND']]
минеральная вода каар;[[0, 11, 'B-TYPE'], [12, 16, 'I-TYPE'], [17, 21, 'B-BRAND']]
минеральная вода ыарова;[[0, 11, 'B-TYPE'], [12, 16, 'I-TYPE'], [17, 23, 'B-BRAND']]
минеральная вода эдельвйс;[[0, 11, 'B-TYPE'], [12, 16, 'I-TYPE'], [17, 25, 'B-BRAND']]
миратогр;[[0, 8, 'B-BRAND']]
миски huntt;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
миски hnute;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
миски tiro;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
миски архиь;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
миски архимее;[[0, 5, 'B-TYPE'], [6, 13, 'B-BRAND']]
миски ую;[[0, 5, 'B-TYPE'], [6, 8, 'B-BRAND']]
мисок freplas;[[0, 5, 'B-TYPE'], [6, 13, 'B-BRAND']]
мисок ferpalst;[[0, 5, 'B-TYPE'], [6, 14, 'B-BRAND']]
мистрал ка;[[0, 7, 'B-BRAND'], [8, 10, 'B-TYPE']]
мицл;[[0, 4, 'B-BRAND']]
мишкии;[[0, 6, 'B-BRAND']]
можайсккое;[[0, 10, 'B-BRAND']]
молоко беые росы;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND'], [12, 16, 'I-BRAND']]
молоко важнаая корова;[[0, 6, 'B-TYPE'], [7, 14, 'B-BRAND'], [15, 21, 'I-BRAND']]
молоко зелëëное село;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND'], [16, 20, 'I-BRAND']]
молоко исреенне ваш;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND'], [16, 19, 'I-BRAND']]
молоко молоная станция;[[0, 6, 'B-TYPE'], [7, 14, 'B-BRAND'], [15, 22, 'I-BRAND']]
молоко нежжный возраст;[[0, 6, 'B-TYPE'], [7, 14, 'B-BRAND'], [15, 22, 'I-BRAND']]
молоко пискаревсоке;[[0, 6, 'B-TYPE'], [7, 19, 'B-BRAND']]
молоко рензой пали;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND'], [14, 18, 'I-BRAND']]
молоко свеерная долина;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND'], [16, 22, 'I-BRAND']]
молоко слео з;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND'], [12, 13, 'I-BRAND']]
молоко ытанция молочная;[[0, 6, 'B-TYPE'], [7, 14, 'B-BRAND'], [15, 23, 'I-BRAND']]
молоко тма;[[0, 6, 'B-TYPE'], [7, 10, 'B-BRAND']]
молочный коктейль растикша;[[0, 8, 'B-TYPE'], [9, 17, 'I-TYPE'], [18, 26, 'B-BRAND']]
морковь белорукч;[[0, 7, 'B-TYPE'], [8, 16, 'B-BRAND']]
морковь натуко;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
морковь наттуров;[[0, 7, 'B-TYPE'], [8, 16, 'B-BRAND']]
морковь натуровоо;[[0, 7, 'B-TYPE'], [8, 17, 'B-BRAND']]
мороженное lipeckoee;[[0, 10, 'B-TYPE'], [11, 20, 'B-BRAND']]
мороженное ummk;[[0, 10, 'B-TYPE'], [11, 15, 'B-BRAND']]
мороженное болльшой папа;[[0, 10, 'B-TYPE'], [11, 19, 'B-BRAND'], [20, 24, 'I-BRAND']]
мороженое маггнат трюфель;[[0, 9, 'B-TYPE'], [10, 17, 'B-BRAND'], [18, 25, 'I-BRAND']]
мороженое молоная станция;[[0, 9, 'B-TYPE'], [10, 17, 'B-BRAND'], [18, 25, 'I-BRAND']]
мороженое ссливкин нос;[[0, 9, 'B-TYPE'], [10, 18, 'B-BRAND'], [19, 22, 'I-BRAND']]
морозо виш;[[0, 6, 'B-BRAND'], [7, 10, 'B-TYPE']]
морс selen;[[0, 4, 'B-TYPE'], [5, 10, 'B-BRAND']]
морс spelno;[[0, 4, 'B-TYPE'], [5, 11, 'B-BRAND']]
морс красвач;[[0, 4, 'B-TYPE'], [5, 12, 'B-BRAND']]
морс крсаавчи;[[0, 4, 'B-TYPE'], [5, 13, 'B-BRAND']]
морс красфвчик;[[0, 4, 'B-TYPE'], [5, 14, 'B-BRAND']]
морс сеплено;[[0, 4, 'B-TYPE'], [5, 12, 'B-BRAND']]
морс ыпеленок;[[0, 4, 'B-TYPE'], [5, 13, 'B-BRAND']]
морса слва;[[0, 5, 'B-TYPE'], [6, 10, 'B-BRAND']]
мортавель студ;[[0, 9, 'B-BRAND'], [10, 14, 'B-TYPE']]
мортавель студн;[[0, 9, 'B-BRAND'], [10, 15, 'B-TYPE']]
млсквичка;[[0, 9, 'B-BRAND']]
моцарела шерднг;[[0, 8, 'B-TYPE'], [9, 15, 'B-BRAND']]
моцарела ердинге;[[0, 8, 'B-TYPE'], [9, 16, 'B-BRAND']]
моцарела шердингеер;[[0, 8, 'B-TYPE'], [9, 19, 'B-BRAND']]
моцарелла уамл;[[0, 9, 'B-TYPE'], [10, 14, 'B-BRAND']]
моцарелла умаал;[[0, 9, 'B-TYPE'], [10, 15, 'B-BRAND']]
мультиварка moulie;[[0, 11, 'B-TYPE'], [12, 18, 'B-BRAND']]
мультиварки tfea;[[0, 11, 'B-TYPE'], [12, 16, 'B-BRAND']]
мультиварки etfal;[[0, 11, 'B-TYPE'], [12, 17, 'B-BRAND']]
мультиварки vvite;[[0, 11, 'B-TYPE'], [12, 17, 'B-BRAND']]
муромскиий;[[0, 10, 'B-BRAND']]
мусс veel;[[0, 4, 'B-TYPE'], [5, 9, 'B-BRAND']]
мусс velll;[[0, 4, 'B-TYPE'], [5, 10, 'B-BRAND']]
мусс vell;[[0, 4, 'B-TYPE'], [5, 9, 'B-BRAND']]
мусс zzot;[[0, 4, 'B-TYPE'], [5, 9, 'B-BRAND']]
мусс чуремушк;[[0, 4, 'B-TYPE'], [5, 13, 'B-BRAND']]
мусс череумшки;[[0, 4, 'B-TYPE'], [5, 14, 'B-BRAND']]
мухенсская;[[0, 10, 'B-BRAND']]
мыло мрские минералы;[[0, 4, 'B-TYPE'], [5, 11, 'B-BRAND'], [12, 20, 'I-BRAND']]
мюсли bonneeter;[[0, 5, 'B-TYPE'], [6, 15, 'B-BRAND']]
мюсли bonneterrr;[[0, 5, 'B-TYPE'], [6, 16, 'B-BRAND']]
мюсли obnneterre;[[0, 5, 'B-TYPE'], [6, 16, 'B-BRAND']]
мюсли marc&фиис;[[0, 5, 'B-TYPE'], [6, 15, 'B-BRAND']]
мюсли marcфиса;[[0, 5, 'B-TYPE'], [6, 14, 'B-BRAND']]
мюсли os;[[0, 5, 'B-TYPE'], [6, 8, 'B-BRAND']]
мюсли schwaart;[[0, 5, 'B-TYPE'], [6, 14, 'B-BRAND']]
мюсли schwartta;[[0, 5, 'B-TYPE'], [6, 15, 'B-BRAND']]
мюсли schwartaau;[[0, 5, 'B-TYPE'], [6, 16, 'B-BRAND']]
мюсли васэт;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND']]
мюсли австэк;[[0, 5, 'B-TYPE'], [6, 12, 'B-BRAND']]
мюсли ллюбятов;[[0, 5, 'B-TYPE'], [6, 14, 'B-BRAND']]
мяч larss;[[0, 3, 'B-TYPE'], [4, 9, 'B-BRAND']]
мяч lasre;[[0, 3, 'B-TYPE'], [4, 9, 'B-BRAND']]
мяч uinc-to;[[0, 3, 'B-TYPE'], [4, 11, 'B-BRAND']]
мяч uni-ctoys;[[0, 3, 'B-TYPE'], [4, 13, 'B-BRAND']]
мячи 1oty;[[0, 4, 'B-TYPE'], [5, 9, 'B-BRAND']]
мячи сиим;[[0, 4, 'B-TYPE'], [5, 9, 'B-BRAND']]
мячи сиьба;[[0, 4, 'B-TYPE'], [5, 10, 'B-BRAND']]
набор glboa village;[[0, 5, 'B-TYPE'], [6, 11, 'B-BRAND'], [12, 19, 'I-BRAND']]
наволочка veross;[[0, 9, 'B-TYPE'], [10, 16, 'B-BRAND']]
наволочка нуис;[[0, 9, 'B-TYPE'], [10, 14, 'B-BRAND']]
наволочка уунисо;[[0, 9, 'B-TYPE'], [10, 16, 'B-BRAND']]
наволочка уунисон;[[0, 9, 'B-TYPE'], [10, 17, 'B-BRAND']]
наггетсы сызрна;[[0, 8, 'B-TYPE'], [9, 15, 'B-BRAND']]
наггетцы ssad;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
наггетцы asdi;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
наггетцы асмс;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
наггетцы самс;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
наггетцы саамсон;[[0, 8, 'B-TYPE'], [9, 16, 'B-BRAND']]
нпаалеон;[[0, 8, 'B-BRAND']]
напиток lamion fresh;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND'], [15, 20, 'I-BRAND']]
напиток sapellegri;[[0, 7, 'B-TYPE'], [8, 18, 'B-BRAND']]
напиток satn;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
напиток saanta;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
напиток чрнголовка мандарин;[[0, 7, 'B-TYPE'], [8, 18, 'B-BRAND'], [19, 27, 'I-BRAND']]
например bou;[[0, 8, 'O'], [9, 12, 'B-BRAND']]
нарезка мяясная ферма;[[0, 7, 'B-TYPE'], [8, 15, 'B-BRAND'], [16, 21, 'I-BRAND']]
нфрзан;[[0, 6, 'B-BRAND']]
натурбууфет;[[0, 11, 'B-BRAND']]
недалеко gzuzini;[[0, 8, 'O'], [9, 16, 'B-BRAND']]
недалеко сытоедоов;[[0, 8, 'O'], [9, 18, 'B-BRAND']]
нежинсакя;[[0, 9, 'B-BRAND']]
нектар бфрино;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND']]
нектар блла;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
нектар белак;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
нектар приив;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
нектар пирве;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
нектары крсаавчи;[[0, 7, 'B-TYPE'], [8, 16, 'B-BRAND']]
ннескафе;[[0, 8, 'B-BRAND']]
нестажет;[[0, 8, 'B-BRAND']]
нустож;[[0, 6, 'B-BRAND']]
нетсожен;[[0, 8, 'B-BRAND']]
нивяе;[[0, 5, 'B-BRAND']]
нникольск голуб;[[0, 9, 'B-BRAND'], [10, 15, 'B-TYPE']]
нникольск сосиск;[[0, 9, 'B-BRAND'], [10, 16, 'B-TYPE']]
нистоожен;[[0, 9, 'B-BRAND']]
новгордхлеб например;[[0, 11, 'B-BRAND'], [12, 20, 'O']]
новотерсккая;[[0, 12, 'B-BRAND']]
нож dduni;[[0, 3, 'B-TYPE'], [4, 9, 'B-BRAND']]
нож laii;[[0, 3, 'B-TYPE'], [4, 8, 'B-BRAND']]
нож tarmontin;[[0, 3, 'B-TYPE'], [4, 13, 'B-BRAND']]
нож tramoontina;[[0, 3, 'B-TYPE'], [4, 15, 'B-BRAND']]
нож мистеир;[[0, 3, 'B-TYPE'], [4, 11, 'B-BRAND']]
ножи eecon;[[0, 4, 'B-TYPE'], [5, 10, 'B-BRAND']]
нод;[[0, 3, 'B-BRAND']]
носки ellled;[[0, 5, 'B-TYPE'], [6, 12, 'B-BRAND']]
носки ellledu;[[0, 5, 'B-TYPE'], [6, 13, 'B-BRAND']]
носки elleduue;[[0, 5, 'B-TYPE'], [6, 14, 'B-BRAND']]
носки джульивт;[[0, 5, 'B-TYPE'], [6, 14, 'B-BRAND']]
носки джуьлвита;[[0, 5, 'B-TYPE'], [6, 15, 'B-BRAND']]
нуга petrr;[[0, 4, 'B-TYPE'], [5, 10, 'B-BRAND']]
нуга ако;[[0, 4, 'B-TYPE'], [5, 8, 'B-BRAND']]
нуга аккно;[[0, 4, 'B-TYPE'], [5, 10, 'B-BRAND']]
нуги kotn;[[0, 4, 'B-TYPE'], [5, 9, 'B-BRAND']]
нуьик варен;[[0, 5, 'B-BRAND'], [6, 11, 'B-TYPE']]
нуьик варены;[[0, 5, 'B-BRAND'], [6, 12, 'B-TYPE']]
нут stee;[[0, 3, 'B-TYPE'], [4, 8, 'B-BRAND']]
нут stepp;[[0, 3, 'B-TYPE'], [4, 9, 'B-BRAND']]
нут фгро-алья;[[0, 3, 'B-TYPE'], [4, 13, 'B-BRAND']]
нут агро-льянс;[[0, 3, 'B-TYPE'], [4, 14, 'B-BRAND']]
нут волж;[[0, 3, 'B-TYPE'], [4, 8, 'B-BRAND']]
нут вволожк;[[0, 3, 'B-TYPE'], [4, 11, 'B-BRAND']]
нут волжока;[[0, 3, 'B-TYPE'], [4, 11, 'B-BRAND']]
нут нациоонал;[[0, 3, 'B-TYPE'], [4, 13, 'B-BRAND']]
нут сье;[[0, 3, 'B-TYPE'], [4, 7, 'B-BRAND']]
нут степп;[[0, 3, 'B-TYPE'], [4, 9, 'B-BRAND']]
нут степ;[[0, 3, 'B-TYPE'], [4, 8, 'B-BRAND']]
нут уевл;[[0, 3, 'B-TYPE'], [4, 8, 'B-BRAND']]
нут увулк;[[0, 3, 'B-TYPE'], [4, 9, 'B-BRAND']]
нут велка;[[0, 3, 'B-TYPE'], [4, 9, 'B-BRAND']]
нут ярмрк;[[0, 3, 'B-TYPE'], [4, 9, 'B-BRAND']]
нут рмарка;[[0, 3, 'B-TYPE'], [4, 10, 'B-BRAND']]
унтел;[[0, 5, 'B-BRAND']]
нутлеа;[[0, 6, 'B-BRAND']]
утелл;[[0, 5, 'B-BRAND']]
нутеллла;[[0, 8, 'B-BRAND']]
нуутрилак;[[0, 9, 'B-BRAND']]
нутрлон;[[0, 7, 'B-BRAND']]
облепиха hhort;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND']]
облепихи hhort;[[0, 8, 'B-TYPE'], [9, 14, 'B-BRAND']]
облепихи hrte;[[0, 8, 'B-TYPE'], [9, 13, 'B-BRAND']]
обложка аплпи;[[0, 7, 'B-TYPE'], [8, 13, 'B-BRAND']]
обложка аплпик;[[0, 7, 'B-TYPE'], [8, 14, 'B-BRAND']]
обложка аппликф;[[0, 7, 'B-TYPE'], [8, 15, 'B-BRAND']]
обложки nd;[[0, 7, 'B-TYPE'], [8, 10, 'B-BRAND']]
обложки ndex;[[0, 7, 'B-TYPE'], [8, 12, 'B-BRAND']]
огородниокв укс;[[0, 11, 'B-BRAND'], [12, 15, 'B-TYPE']]
одеяла arge;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
одеяла argez;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
одеяла vilo;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
одеяла ьеч;[[0, 6, 'B-TYPE'], [7, 10, 'B-BRAND']]
одеяла мечтт;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
одеяло elve;[[0, 6, 'B-TYPE'], [7, 11, 'B-BRAND']]
одеяло velevt;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND']]
окуан вялены;[[0, 5, 'B-BRAND'], [6, 12, 'B-TYPE']]
оладьи котмаре;[[0, 6, 'B-TYPE'], [7, 14, 'B-BRAND']]
оладьи котмрако;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND']]
оладьи котмркот;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND']]
оладьи ьетат;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
оладьи меатр;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
оладьи ыжк;[[0, 6, 'B-TYPE'], [7, 10, 'B-BRAND']]
лвейс;[[0, 5, 'B-BRAND']]
оливки bondelle;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND']]
оливки btoani;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND']]
оливки botnic;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND']]
оливки botnaica;[[0, 6, 'B-TYPE'], [7, 15, 'B-BRAND']]
оливки dellp;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
оливки dleph;[[0, 6, 'B-TYPE'], [7, 12, 'B-BRAND']]
оливки dlephi;[[0, 6, 'B-TYPE'], [7, 13, 'B-BRAND']]
